nohup: ignoring input
Namespace(attack_method='AGIA', cuda=True, dataset='Pubmed', debug=True, defense_mode='none', device_id=2, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=32, homo_boost_thrd=0.5, homo_loss_weight=200.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.15, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GNNGuard', thrd=0.5, train_lr=0.01, trigger_prob=0.5, trigger_size=3, trojan_epochs=1500, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[19717, 500], edge_index=[2, 88648], y=[19717], train_mask=[19717], val_mask=[19717], test_mask=[19717])
Length of training set: 3943
Training benign model Finished!
Benign CA: 0.3810
./selected_nodes/Pubmed/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.0977574586868286
acc_val: 0.4079
Epoch 10, training loss: 0.9774625897407532
acc_val: 0.6585
Epoch 20, training loss: 0.8631055951118469
acc_val: 0.7174
Epoch 30, training loss: 0.7565116286277771
acc_val: 0.7900
Epoch 40, training loss: 0.6646937727928162
acc_val: 0.8209
Epoch 50, training loss: 0.6035282015800476
acc_val: 0.8321
Epoch 60, training loss: 0.5616564154624939
acc_val: 0.8437
Epoch 70, training loss: 0.5309169888496399
acc_val: 0.8498
Epoch 80, training loss: 0.5117023587226868
acc_val: 0.8493
Epoch 90, training loss: 0.4920107424259186
acc_val: 0.8554
Epoch 100, training loss: 0.4745520055294037
acc_val: 0.8579
Epoch 110, training loss: 0.4643174111843109
acc_val: 0.8559
Epoch 120, training loss: 0.45630916953086853
acc_val: 0.8610
Epoch 130, training loss: 0.4442738890647888
acc_val: 0.8605
Epoch 140, training loss: 0.4397967755794525
acc_val: 0.8635
Epoch 150, training loss: 0.4333151578903198
acc_val: 0.8630
Epoch 160, training loss: 0.42696985602378845
acc_val: 0.8625
Epoch 170, training loss: 0.4205875098705292
acc_val: 0.8635
Epoch 180, training loss: 0.4133424162864685
acc_val: 0.8661
Epoch 190, training loss: 0.4166029691696167
acc_val: 0.8635
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0385
target class rate on Vs: 0.0000
accuracy on clean test nodes: 0.8224
torch.Size([88648])
torch.Size([19717, 500])
Attacking: Sequential inject 1183/5916 nodes, target 1972/1972 nodes
Attacking: Epoch 0, Loss: 17.08921, Surrogate test score: 0.61714
Attacking: Epoch 1, Loss: 15.94370, Surrogate test score: 0.57353
Attacking: Epoch 2, Loss: 15.17405, Surrogate test score: 0.55274
Attacking: Epoch 3, Loss: 14.56262, Surrogate test score: 0.53448
Attacking: Epoch 4, Loss: 14.06310, Surrogate test score: 0.51876
Attacking: Epoch 5, Loss: 13.68163, Surrogate test score: 0.50710
Attacking: Epoch 6, Loss: 13.38846, Surrogate test score: 0.49797
Attacking: Epoch 7, Loss: 13.14121, Surrogate test score: 0.49087
Attacking: Epoch 8, Loss: 12.95175, Surrogate test score: 0.48631
Attacking: Epoch 9, Loss: 12.80161, Surrogate test score: 0.48276
Attacking: Epoch 10, Loss: 12.66225, Surrogate test score: 0.47617
Attacking: Epoch 11, Loss: 12.53227, Surrogate test score: 0.47312
Attacking: Epoch 12, Loss: 12.42951, Surrogate test score: 0.47160
Attacking: Epoch 13, Loss: 12.34428, Surrogate test score: 0.46957
Attacking: Epoch 14, Loss: 12.26745, Surrogate test score: 0.46704
Attacking: Epoch 15, Loss: 12.19510, Surrogate test score: 0.46450
Attacking: Epoch 16, Loss: 12.13245, Surrogate test score: 0.46349
Attacking: Epoch 17, Loss: 12.06894, Surrogate test score: 0.46146
Attacking: Epoch 18, Loss: 12.00392, Surrogate test score: 0.45892
Attacking: Epoch 19, Loss: 11.93290, Surrogate test score: 0.45791
Attacking: Epoch 20, Loss: 11.87257, Surrogate test score: 0.45690
Attacking: Epoch 21, Loss: 11.82873, Surrogate test score: 0.45639
Attacking: Epoch 22, Loss: 11.79125, Surrogate test score: 0.45588
Attacking: Epoch 23, Loss: 11.75126, Surrogate test score: 0.45538
Attacking: Epoch 24, Loss: 11.71831, Surrogate test score: 0.45335
Attacking: Epoch 25, Loss: 11.68341, Surrogate test score: 0.45233
Attacking: Epoch 26, Loss: 11.65908, Surrogate test score: 0.45183
Attacking: Epoch 27, Loss: 11.63780, Surrogate test score: 0.45081
Attacking: Epoch 28, Loss: 11.61816, Surrogate test score: 0.45030
Attacking: Epoch 29, Loss: 11.59778, Surrogate test score: 0.44980
Attacking: Epoch 30, Loss: 11.57568, Surrogate test score: 0.44929
Attacking: Epoch 31, Loss: 11.54512, Surrogate test score: 0.44878
Attacking: Epoch 32, Loss: 11.50754, Surrogate test score: 0.44625
Attacking: Epoch 33, Loss: 11.45684, Surrogate test score: 0.44523
Attacking: Epoch 34, Loss: 11.41998, Surrogate test score: 0.44473
Attacking: Epoch 35, Loss: 11.38626, Surrogate test score: 0.44320
Attacking: Epoch 36, Loss: 11.35526, Surrogate test score: 0.44270
Attacking: Epoch 37, Loss: 11.32847, Surrogate test score: 0.44270
Attacking: Epoch 38, Loss: 11.30718, Surrogate test score: 0.44270
Attacking: Epoch 39, Loss: 11.28623, Surrogate test score: 0.44168
Attacking: Epoch 40, Loss: 11.26592, Surrogate test score: 0.44168
Attacking: Epoch 41, Loss: 11.24323, Surrogate test score: 0.44118
Attacking: Epoch 42, Loss: 11.21163, Surrogate test score: 0.44067
Attacking: Epoch 43, Loss: 11.18841, Surrogate test score: 0.44067
Attacking: Epoch 44, Loss: 11.17386, Surrogate test score: 0.44067
Attacking: Epoch 45, Loss: 11.15829, Surrogate test score: 0.44067
Attacking: Epoch 46, Loss: 11.12978, Surrogate test score: 0.43966
Attacking: Epoch 47, Loss: 11.10455, Surrogate test score: 0.43966
Attacking: Epoch 48, Loss: 11.08562, Surrogate test score: 0.43915
Attacking: Epoch 49, Loss: 11.06479, Surrogate test score: 0.43915
Attacking: Epoch 50, Loss: 11.05090, Surrogate test score: 0.43915
Attacking: Epoch 51, Loss: 11.03666, Surrogate test score: 0.43915
Attacking: Epoch 52, Loss: 11.01183, Surrogate test score: 0.43864
Attacking: Epoch 53, Loss: 10.99433, Surrogate test score: 0.43864
Attacking: Epoch 54, Loss: 10.96717, Surrogate test score: 0.43712
Attacking: Epoch 55, Loss: 10.92442, Surrogate test score: 0.43661
Attacking: Epoch 56, Loss: 10.87333, Surrogate test score: 0.43458
Attacking: Epoch 57, Loss: 10.83772, Surrogate test score: 0.43357
Attacking: Epoch 150, Loss: 9.09597, Surrogate test score: 0.39757
Attacking: Epoch 151, Loss: 9.07959, Surrogate test score: 0.39706
Attacking: Epoch 152, Loss: 9.07417, Surrogate test score: 0.39706
Attacking: Epoch 153, Loss: 9.05859, Surrogate test score: 0.39655
Attacking: Epoch 154, Loss: 9.05460, Surrogate test score: 0.39655
Attacking: Epoch 155, Loss: 9.05044, Surrogate test score: 0.39655
Attacking: Epoch 156, Loss: 9.04649, Surrogate test score: 0.39655
Attacking: Epoch 157, Loss: 9.04265, Surrogate test score: 0.39655
Attacking: Epoch 158, Loss: 9.03858, Surrogate test score: 0.39655
Attacking: Epoch 159, Loss: 9.03484, Surrogate test score: 0.39655
Attacking: Epoch 160, Loss: 9.03078, Surrogate test score: 0.39655
Attacking: Epoch 161, Loss: 9.02705, Surrogate test score: 0.39655
Attacking: Epoch 162, Loss: 9.02419, Surrogate test score: 0.39655
Attacking: Epoch 163, Loss: 9.01949, Surrogate test score: 0.39655
Attacking: Epoch 164, Loss: 9.00725, Surrogate test score: 0.39604
Attacking: Epoch 165, Loss: 8.98764, Surrogate test score: 0.39554
Attacking: Epoch 166, Loss: 8.98297, Surrogate test score: 0.39554
Attacking: Epoch 167, Loss: 8.97961, Surrogate test score: 0.39554
Attacking: Epoch 168, Loss: 8.97140, Surrogate test score: 0.39503
Attacking: Epoch 169, Loss: 8.95970, Surrogate test score: 0.39503
Attacking: Epoch 170, Loss: 8.95639, Surrogate test score: 0.39503
Attacking: Epoch 171, Loss: 8.95297, Surrogate test score: 0.39503
Attacking: Epoch 172, Loss: 8.94947, Surrogate test score: 0.39503
Attacking: Epoch 173, Loss: 8.94603, Surrogate test score: 0.39503
Attacking: Epoch 174, Loss: 8.93052, Surrogate test score: 0.39452
Attacking: Epoch 175, Loss: 8.92673, Surrogate test score: 0.39452
Attacking: Epoch 176, Loss: 8.92344, Surrogate test score: 0.39452
Attacking: Epoch 177, Loss: 8.92015, Surrogate test score: 0.39452
Attacking: Epoch 178, Loss: 8.91692, Surrogate test score: 0.39452
Attacking: Epoch 179, Loss: 8.91357, Surrogate test score: 0.39452
Attacking: Epoch 180, Loss: 8.91084, Surrogate test score: 0.39452
Attacking: Epoch 181, Loss: 8.90725, Surrogate test score: 0.39452
Attacking: Epoch 182, Loss: 8.90428, Surrogate test score: 0.39452
Attacking: Epoch 183, Loss: 8.89639, Surrogate test score: 0.39402
Attacking: Epoch 184, Loss: 8.88508, Surrogate test score: 0.39402
Attacking: Epoch 185, Loss: 8.88187, Surrogate test score: 0.39402
Attacking: Epoch 186, Loss: 8.86636, Surrogate test score: 0.39351
Attacking: Epoch 187, Loss: 8.86333, Surrogate test score: 0.39351
Attacking: Epoch 188, Loss: 8.86042, Surrogate test score: 0.39351
Attacking: Epoch 189, Loss: 8.85759, Surrogate test score: 0.39351
Attacking: Epoch 190, Loss: 8.85435, Surrogate test score: 0.39351
Attacking: Epoch 191, Loss: 8.85144, Surrogate test score: 0.39351
Attacking: Epoch 192, Loss: 8.84871, Surrogate test score: 0.39351
Attacking: Epoch 193, Loss: 8.84568, Surrogate test score: 0.39351
Attacking: Epoch 194, Loss: 8.84280, Surrogate test score: 0.39351
Attacking: Epoch 195, Loss: 8.83996, Surrogate test score: 0.39351
Attacking: Epoch 196, Loss: 8.83713, Surrogate test score: 0.39351
Attacking: Epoch 197, Loss: 8.83443, Surrogate test score: 0.39351
Attacking: Epoch 198, Loss: 8.83141, Surrogate test score: 0.39351
Attacking: Epoch 199, Loss: 8.81620, Surrogate test score: 0.39300
Attacking: Epoch 200, Loss: 8.81341, Surrogate test score: 0.39300
Attacking: Epoch 201, Loss: 8.81062, Surrogate test score: 0.39300
Attacking: Epoch 202, Loss: 8.80795, Surrogate test score: 0.39300
Attacking: Epoch 203, Loss: 8.80525, Surrogate test score: 0.39300
Attacking: Epoch 204, Loss: 8.80251, Surrogate test score: 0.39300
Attacking: Epoch 205, Loss: 8.79995, Surrogate test score: 0.39300
Attacking: Epoch 206, Loss: 8.79709, Surrogate test score: 0.39300
Attacking: Epoch 207, Loss: 8.79452, Surrogate test score: 0.39300
Attacking: Epoch 208, Loss: 8.79193, Surrogate test score: 0.39300
Attacking: Epoch 209, Loss: 8.78911, Surrogate test score: 0.39300
Attacking: Epoch 210, Loss: 8.78645, Surrogate test score: 0.39300
Attacking: Epoch 211, Loss: 8.78386, Surrogate test score: 0.39300
Attacking: Epoch 212, Loss: 8.78125, Surrogate test score: 0.39300
Attacking: Epoch 213, Loss: 8.77859, Surrogate test score: 0.39300
Attacking: Epoch 214, Loss: 8.76600, Surrogate test score: 0.39249
Attacking: Epoch 215, Loss: 8.76099, Surrogate test score: 0.39249
Attacking: Epoch 216, Loss: 8.74643, Surrogate test score: 0.39199
Attacking: Epoch 217, Loss: 8.74347, Surrogate test score: 0.39199
Attacking: Epoch 218, Loss: 8.74104, Surrogate test score: 0.39199
Attacking: Epoch 219, Loss: 8.73881, Surrogate test score: 0.39199
Attacking: Epoch 220, Loss: 8.73635, Surrogate test score: 0.39199
Attacking: Epoch 221, Loss: 8.73382, Surrogate test score: 0.39199
Attacking: Epoch 222, Loss: 8.73141, Surrogate test score: 0.39199
Attacking: Epoch 223, Loss: 8.72900, Surrogate test score: 0.39199
Attacking: Epoch 224, Loss: 8.72729, Surrogate test score: 0.39199
Attacking: Epoch 225, Loss: 8.72416, Surrogate test score: 0.39199
Attacking: Epoch 226, Loss: 8.72184, Surrogate test score: 0.39199
Attacking: Epoch 227, Loss: 8.71939, Surrogate test score: 0.39199
Attacking: Epoch 228, Loss: 8.71707, Surrogate test score: 0.39199
Attacking: Epoch 229, Loss: 8.71464, Surrogate test score: 0.39199
Attacking: Epoch 230, Loss: 8.71236, Surrogate test score: 0.39199
Attacking: Epoch 231, Loss: 8.70517, Surrogate test score: 0.39148
Attacking: Epoch 232, Loss: 8.69529, Surrogate test score: 0.39148
Attacking: Epoch 233, Loss: 8.69316, Surrogate test score: 0.39148
Attacking: Epoch 234, Loss: 8.69075, Surrogate test score: 0.39148
Attacking: Epoch 235, Loss: 8.67618, Surrogate test score: 0.39097
Attacking: Epoch 236, Loss: 8.67406, Surrogate test score: 0.39097
Attacking: Epoch 237, Loss: 8.67167, Surrogate test score: 0.39097
Attacking: Epoch 238, Loss: 8.65575, Surrogate test score: 0.39047
Attacking: Epoch 239, Loss: 8.64652, Surrogate test score: 0.38996
Attacking: Epoch 240, Loss: 8.64094, Surrogate test score: 0.38996
Attacking: Epoch 241, Loss: 8.63644, Surrogate test score: 0.38996
Attacking: Epoch 242, Loss: 8.62440, Surrogate test score: 0.38945
Attacking: Epoch 243, Loss: 8.62237, Surrogate test score: 0.38945
Attacking: Epoch 244, Loss: 8.61916, Surrogate test score: 0.38945
Attacking: Epoch 245, Loss: 8.60585, Surrogate test score: 0.38895
Attacking: Epoch 246, Loss: 8.60377, Surrogate test score: 0.38895
Attacking: Epoch 247, Loss: 8.60173, Surrogate test score: 0.38895
Attacking: Epoch 248, Loss: 8.59970, Surrogate test score: 0.38895
Attacking: Epoch 249, Loss: 8.59764, Surrogate test score: 0.38895
Attacking: Epoch 250, Loss: 8.59564, Surrogate test score: 0.38895
Attacking: Epoch 251, Loss: 8.59362, Surrogate test score: 0.38895
Attacking: Epoch 252, Loss: 8.59162, Surrogate test score: 0.38895
Attacking: Epoch 253, Loss: 8.58964, Surrogate test score: 0.38895
Attacking: Epoch 254, Loss: 8.58767, Surrogate test score: 0.38895
Attacking: Epoch 255, Loss: 8.58619, Surrogate test score: 0.38895
Attacking: Epoch 256, Loss: 8.58376, Surrogate test score: 0.38895
Attacking: Epoch 257, Loss: 8.58160, Surrogate test score: 0.38895
Attacking: Epoch 258, Loss: 8.56754, Surrogate test score: 0.38844
Attacking: Epoch 259, Loss: 8.56568, Surrogate test score: 0.38844
Attacking: Epoch 260, Loss: 8.56380, Surrogate test score: 0.38844
Attacking: Epoch 261, Loss: 8.56196, Surrogate test score: 0.38844
Attacking: Epoch 262, Loss: 8.56059, Surrogate test score: 0.38844
Attacking: Epoch 263, Loss: 8.55824, Surrogate test score: 0.38844
Attacking: Epoch 264, Loss: 8.55604, Surrogate test score: 0.38844
Attacking: Epoch 265, Loss: 8.54232, Surrogate test score: 0.38793
Attacking: Epoch 266, Loss: 8.54056, Surrogate test score: 0.38793
Attacking: Epoch 267, Loss: 8.53881, Surrogate test score: 0.38793
