nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Pubmed', debug=True, defense_mode='none', device_id=0, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=32, homo_boost_thrd=0.5, homo_loss_weight=200.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.15, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GNNGuard', thrd=0.5, train_lr=0.01, trigger_prob=0.5, trigger_size=3, trojan_epochs=2000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[19717, 500], edge_index=[2, 88648], y=[19717], train_mask=[19717], val_mask=[19717], test_mask=[19717])
Length of training set: 3943
Training benign model Finished!
Benign CA: 0.3810
./selected_nodes/Pubmed/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.0977574586868286
acc_val: 0.4079
Epoch 10, training loss: 0.9774625897407532
acc_val: 0.6585
Epoch 20, training loss: 0.8631055951118469
acc_val: 0.7174
Epoch 30, training loss: 0.7565116286277771
acc_val: 0.7900
Epoch 40, training loss: 0.6646937727928162
acc_val: 0.8209
Epoch 50, training loss: 0.6035282015800476
acc_val: 0.8321
Epoch 60, training loss: 0.5616564154624939
acc_val: 0.8437
Epoch 70, training loss: 0.5309169888496399
acc_val: 0.8498
Epoch 80, training loss: 0.5117023587226868
acc_val: 0.8493
Epoch 90, training loss: 0.49201080203056335
acc_val: 0.8554
Epoch 100, training loss: 0.47455206513404846
acc_val: 0.8579
Epoch 110, training loss: 0.4643174111843109
acc_val: 0.8559
Epoch 120, training loss: 0.45630916953086853
acc_val: 0.8610
Epoch 130, training loss: 0.4442738890647888
acc_val: 0.8605
Epoch 140, training loss: 0.4397967755794525
acc_val: 0.8635
Epoch 150, training loss: 0.4333151876926422
acc_val: 0.8630
Epoch 160, training loss: 0.42696988582611084
acc_val: 0.8625
Epoch 170, training loss: 0.4205875098705292
acc_val: 0.8635
Epoch 180, training loss: 0.4133424162864685
acc_val: 0.8661
Epoch 190, training loss: 0.4166029393672943
acc_val: 0.8635
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0385
target class rate on Vs: 0.0000
accuracy on clean test nodes: 0.8224
torch.Size([88648])
torch.Size([19717, 500])
Attacking: Sequential inject 1183/5916 nodes, target 1972/1972 nodes
Attacking: Epoch 0, Loss: 17.03003, Surrogate test score: 0.61410
Attacking: Epoch 1, Loss: 15.90261, Surrogate test score: 0.57708
Attacking: Epoch 2, Loss: 15.18832, Surrogate test score: 0.55781
Attacking: Epoch 3, Loss: 14.60678, Surrogate test score: 0.53499
Attacking: Epoch 4, Loss: 14.12632, Surrogate test score: 0.52434
Attacking: Epoch 5, Loss: 13.78897, Surrogate test score: 0.51369
Attacking: Epoch 6, Loss: 13.51761, Surrogate test score: 0.50862
Attacking: Epoch 7, Loss: 13.29852, Surrogate test score: 0.49797
Attacking: Epoch 8, Loss: 13.09301, Surrogate test score: 0.49189
Attacking: Epoch 9, Loss: 12.92771, Surrogate test score: 0.48732
Attacking: Epoch 10, Loss: 12.77263, Surrogate test score: 0.48022
Attacking: Epoch 11, Loss: 12.62683, Surrogate test score: 0.47566
Attacking: Epoch 12, Loss: 12.51597, Surrogate test score: 0.47262
Attacking: Epoch 13, Loss: 12.42764, Surrogate test score: 0.46856
Attacking: Epoch 14, Loss: 12.34951, Surrogate test score: 0.46755
Attacking: Epoch 15, Loss: 12.28394, Surrogate test score: 0.46704
Attacking: Epoch 16, Loss: 12.23583, Surrogate test score: 0.46653
Attacking: Epoch 17, Loss: 12.19567, Surrogate test score: 0.46602
Attacking: Epoch 18, Loss: 12.16085, Surrogate test score: 0.46602
Attacking: Epoch 19, Loss: 12.11072, Surrogate test score: 0.46400
Attacking: Epoch 20, Loss: 12.04094, Surrogate test score: 0.46146
Attacking: Epoch 21, Loss: 11.99776, Surrogate test score: 0.46095
Attacking: Epoch 22, Loss: 11.96895, Surrogate test score: 0.45994
Attacking: Epoch 23, Loss: 11.93892, Surrogate test score: 0.45994
Attacking: Epoch 24, Loss: 11.91423, Surrogate test score: 0.45842
Attacking: Epoch 25, Loss: 11.88385, Surrogate test score: 0.45690
Attacking: Epoch 26, Loss: 11.84217, Surrogate test score: 0.45639
Attacking: Epoch 27, Loss: 11.81146, Surrogate test score: 0.45639
Attacking: Epoch 28, Loss: 11.78809, Surrogate test score: 0.45639
Attacking: Epoch 29, Loss: 11.76751, Surrogate test score: 0.45588
Attacking: Epoch 30, Loss: 11.74811, Surrogate test score: 0.45538
Attacking: Epoch 31, Loss: 11.72157, Surrogate test score: 0.45538
Attacking: Epoch 32, Loss: 11.69873, Surrogate test score: 0.45487
Attacking: Epoch 33, Loss: 11.67432, Surrogate test score: 0.45436
Attacking: Epoch 34, Loss: 11.64925, Surrogate test score: 0.45436
Attacking: Epoch 35, Loss: 11.62339, Surrogate test score: 0.45335
Attacking: Epoch 36, Loss: 11.59196, Surrogate test score: 0.45284
Attacking: Epoch 37, Loss: 11.57070, Surrogate test score: 0.45284
Attacking: Epoch 38, Loss: 11.54829, Surrogate test score: 0.45233
Attacking: Epoch 39, Loss: 11.52856, Surrogate test score: 0.45233
Attacking: Epoch 40, Loss: 11.51205, Surrogate test score: 0.45233
Attacking: Epoch 41, Loss: 11.48959, Surrogate test score: 0.45183
Attacking: Epoch 42, Loss: 11.47202, Surrogate test score: 0.45132
Attacking: Epoch 43, Loss: 11.45752, Surrogate test score: 0.45081
Attacking: Epoch 44, Loss: 11.44225, Surrogate test score: 0.45081
Attacking: Epoch 45, Loss: 11.41645, Surrogate test score: 0.45030
Attacking: Epoch 46, Loss: 11.40052, Surrogate test score: 0.45030
Attacking: Epoch 47, Loss: 11.38576, Surrogate test score: 0.45030
Attacking: Epoch 48, Loss: 11.37102, Surrogate test score: 0.45030
Attacking: Epoch 49, Loss: 11.35524, Surrogate test score: 0.45030
Attacking: Epoch 50, Loss: 11.33916, Surrogate test score: 0.45030
Attacking: Epoch 51, Loss: 11.31424, Surrogate test score: 0.44929
Attacking: Epoch 52, Loss: 11.28340, Surrogate test score: 0.44878
Attacking: Epoch 53, Loss: 11.26355, Surrogate test score: 0.44828
Attacking: Epoch 54, Loss: 11.24030, Surrogate test score: 0.44828
Attacking: Epoch 55, Loss: 11.22593, Surrogate test score: 0.44828
Attacking: Epoch 56, Loss: 11.21104, Surrogate test score: 0.44828
Attacking: Epoch 57, Loss: 11.18334, Surrogate test score: 0.44777
Attacking: Epoch 150, Loss: 9.44455, Surrogate test score: 0.41227
Attacking: Epoch 151, Loss: 9.43663, Surrogate test score: 0.41176
Attacking: Epoch 152, Loss: 9.42274, Surrogate test score: 0.41176
Attacking: Epoch 153, Loss: 9.39353, Surrogate test score: 0.41075
Attacking: Epoch 154, Loss: 9.36303, Surrogate test score: 0.40974
Attacking: Epoch 155, Loss: 9.35877, Surrogate test score: 0.40974
Attacking: Epoch 156, Loss: 9.35465, Surrogate test score: 0.40974
Attacking: Epoch 157, Loss: 9.35020, Surrogate test score: 0.40974
Attacking: Epoch 158, Loss: 9.34617, Surrogate test score: 0.40974
Attacking: Epoch 159, Loss: 9.34199, Surrogate test score: 0.40974
Attacking: Epoch 160, Loss: 9.33804, Surrogate test score: 0.40974
Attacking: Epoch 161, Loss: 9.33403, Surrogate test score: 0.40974
Attacking: Epoch 162, Loss: 9.33017, Surrogate test score: 0.40974
Attacking: Epoch 163, Loss: 9.32312, Surrogate test score: 0.40974
Attacking: Epoch 164, Loss: 9.29690, Surrogate test score: 0.40872
Attacking: Epoch 165, Loss: 9.29304, Surrogate test score: 0.40872
Attacking: Epoch 166, Loss: 9.28905, Surrogate test score: 0.40872
Attacking: Epoch 167, Loss: 9.27481, Surrogate test score: 0.40821
Attacking: Epoch 168, Loss: 9.26903, Surrogate test score: 0.40821
Attacking: Epoch 169, Loss: 9.26515, Surrogate test score: 0.40821
Attacking: Epoch 170, Loss: 9.26148, Surrogate test score: 0.40821
Attacking: Epoch 171, Loss: 9.25811, Surrogate test score: 0.40821
Attacking: Epoch 172, Loss: 9.25408, Surrogate test score: 0.40821
Attacking: Epoch 173, Loss: 9.25071, Surrogate test score: 0.40821
Attacking: Epoch 174, Loss: 9.24692, Surrogate test score: 0.40821
Attacking: Epoch 175, Loss: 9.24343, Surrogate test score: 0.40821
Attacking: Epoch 176, Loss: 9.24005, Surrogate test score: 0.40821
Attacking: Epoch 177, Loss: 9.23669, Surrogate test score: 0.40821
Attacking: Epoch 178, Loss: 9.23309, Surrogate test score: 0.40821
Attacking: Epoch 179, Loss: 9.22780, Surrogate test score: 0.40821
Attacking: Epoch 180, Loss: 9.21345, Surrogate test score: 0.40771
Attacking: Epoch 181, Loss: 9.20985, Surrogate test score: 0.40771
Attacking: Epoch 182, Loss: 9.20640, Surrogate test score: 0.40771
Attacking: Epoch 183, Loss: 9.19628, Surrogate test score: 0.40720
Attacking: Epoch 184, Loss: 9.18602, Surrogate test score: 0.40720
Attacking: Epoch 185, Loss: 9.17164, Surrogate test score: 0.40669
Attacking: Epoch 186, Loss: 9.16839, Surrogate test score: 0.40669
Attacking: Epoch 187, Loss: 9.16524, Surrogate test score: 0.40669
Attacking: Epoch 188, Loss: 9.16205, Surrogate test score: 0.40669
Attacking: Epoch 189, Loss: 9.15898, Surrogate test score: 0.40669
Attacking: Epoch 190, Loss: 9.15584, Surrogate test score: 0.40669
Attacking: Epoch 191, Loss: 9.15256, Surrogate test score: 0.40669
Attacking: Epoch 192, Loss: 9.14942, Surrogate test score: 0.40669
Attacking: Epoch 193, Loss: 9.14633, Surrogate test score: 0.40669
Attacking: Epoch 194, Loss: 9.14243, Surrogate test score: 0.40669
Attacking: Epoch 195, Loss: 9.12761, Surrogate test score: 0.40619
Attacking: Epoch 196, Loss: 9.12453, Surrogate test score: 0.40619
Attacking: Epoch 197, Loss: 9.10953, Surrogate test score: 0.40568
Attacking: Epoch 198, Loss: 9.10607, Surrogate test score: 0.40568
Attacking: Epoch 199, Loss: 9.10289, Surrogate test score: 0.40568
Attacking: Epoch 200, Loss: 9.08858, Surrogate test score: 0.40517
Attacking: Epoch 201, Loss: 9.08439, Surrogate test score: 0.40517
Attacking: Epoch 202, Loss: 9.08137, Surrogate test score: 0.40517
Attacking: Epoch 203, Loss: 9.07266, Surrogate test score: 0.40467
Attacking: Epoch 204, Loss: 9.06261, Surrogate test score: 0.40467
Attacking: Epoch 205, Loss: 9.06109, Surrogate test score: 0.40467
Attacking: Epoch 206, Loss: 9.04442, Surrogate test score: 0.40416
Attacking: Epoch 207, Loss: 9.04197, Surrogate test score: 0.40416
Attacking: Epoch 208, Loss: 9.03930, Surrogate test score: 0.40416
Attacking: Epoch 209, Loss: 9.03668, Surrogate test score: 0.40416
Attacking: Epoch 210, Loss: 9.03390, Surrogate test score: 0.40416
Attacking: Epoch 211, Loss: 9.02986, Surrogate test score: 0.40416
Attacking: Epoch 212, Loss: 9.01571, Surrogate test score: 0.40365
Attacking: Epoch 213, Loss: 9.01257, Surrogate test score: 0.40365
Attacking: Epoch 214, Loss: 8.99729, Surrogate test score: 0.40314
Attacking: Epoch 215, Loss: 8.99496, Surrogate test score: 0.40314
Attacking: Epoch 216, Loss: 8.99130, Surrogate test score: 0.40314
Attacking: Epoch 217, Loss: 8.98804, Surrogate test score: 0.40264
Attacking: Epoch 218, Loss: 8.97205, Surrogate test score: 0.40213
Attacking: Epoch 219, Loss: 8.95638, Surrogate test score: 0.40162
Attacking: Epoch 220, Loss: 8.95489, Surrogate test score: 0.40162
Attacking: Epoch 221, Loss: 8.95053, Surrogate test score: 0.40162
Attacking: Epoch 222, Loss: 8.94792, Surrogate test score: 0.40162
Attacking: Epoch 223, Loss: 8.94541, Surrogate test score: 0.40162
Attacking: Epoch 224, Loss: 8.94229, Surrogate test score: 0.40162
Attacking: Epoch 225, Loss: 8.92731, Surrogate test score: 0.40112
Attacking: Epoch 226, Loss: 8.92438, Surrogate test score: 0.40112
Attacking: Epoch 227, Loss: 8.92142, Surrogate test score: 0.40112
Attacking: Epoch 228, Loss: 8.91843, Surrogate test score: 0.40112
Attacking: Epoch 229, Loss: 8.91578, Surrogate test score: 0.40112
Attacking: Epoch 230, Loss: 8.91322, Surrogate test score: 0.40112
Attacking: Epoch 231, Loss: 8.90897, Surrogate test score: 0.40112
Attacking: Epoch 232, Loss: 8.89532, Surrogate test score: 0.40061
Attacking: Epoch 233, Loss: 8.89304, Surrogate test score: 0.40061
Attacking: Epoch 234, Loss: 8.89034, Surrogate test score: 0.40061
Attacking: Epoch 235, Loss: 8.87551, Surrogate test score: 0.40010
Attacking: Epoch 236, Loss: 8.87312, Surrogate test score: 0.40010
Attacking: Epoch 237, Loss: 8.87062, Surrogate test score: 0.40010
Attacking: Epoch 238, Loss: 8.86841, Surrogate test score: 0.40010
Attacking: Epoch 239, Loss: 8.86030, Surrogate test score: 0.39959
Attacking: Epoch 240, Loss: 8.85128, Surrogate test score: 0.39959
Attacking: Epoch 241, Loss: 8.84923, Surrogate test score: 0.39959
Attacking: Epoch 242, Loss: 8.83440, Surrogate test score: 0.39909
Attacking: Epoch 243, Loss: 8.81824, Surrogate test score: 0.39858
Attacking: Epoch 244, Loss: 8.80556, Surrogate test score: 0.39807
Attacking: Epoch 245, Loss: 8.80336, Surrogate test score: 0.39807
Attacking: Epoch 246, Loss: 8.80130, Surrogate test score: 0.39807
Attacking: Epoch 247, Loss: 8.79902, Surrogate test score: 0.39807
Attacking: Epoch 248, Loss: 8.79677, Surrogate test score: 0.39807
Attacking: Epoch 249, Loss: 8.79654, Surrogate test score: 0.39807
Attacking: Epoch 250, Loss: 8.79208, Surrogate test score: 0.39807
Attacking: Epoch 251, Loss: 8.78940, Surrogate test score: 0.39807
Attacking: Epoch 252, Loss: 8.78636, Surrogate test score: 0.39807
Attacking: Epoch 253, Loss: 8.78310, Surrogate test score: 0.39757
Attacking: Epoch 254, Loss: 8.76978, Surrogate test score: 0.39706
Attacking: Epoch 255, Loss: 8.76469, Surrogate test score: 0.39706
Attacking: Epoch 256, Loss: 8.75973, Surrogate test score: 0.39706
Attacking: Epoch 257, Loss: 8.75653, Surrogate test score: 0.39706
Attacking: Epoch 258, Loss: 8.75387, Surrogate test score: 0.39706
Attacking: Epoch 259, Loss: 8.75178, Surrogate test score: 0.39706
Attacking: Epoch 260, Loss: 8.74994, Surrogate test score: 0.39706
Attacking: Epoch 261, Loss: 8.74798, Surrogate test score: 0.39706
Attacking: Epoch 262, Loss: 8.74035, Surrogate test score: 0.39655
Attacking: Epoch 263, Loss: 8.73186, Surrogate test score: 0.39655
Attacking: Epoch 264, Loss: 8.71752, Surrogate test score: 0.39604
Attacking: Epoch 265, Loss: 8.71505, Surrogate test score: 0.39604
Attacking: Epoch 266, Loss: 8.71072, Surrogate test score: 0.39604
Attacking: Epoch 267, Loss: 8.70444, Surrogate test score: 0.39554
