nohup: ignoring input
Namespace(attack_method='AGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='prune', device_id=3, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.2062
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9452153444290161
acc_val: 0.4119
Epoch 10, training loss: 1.6309700012207031
acc_val: 0.4119
Epoch 20, training loss: 1.6187177896499634
acc_val: 0.4119
Epoch 30, training loss: 1.605920433998108
acc_val: 0.4117
Epoch 40, training loss: 1.5945311784744263
acc_val: 0.4119
Epoch 50, training loss: 1.5863444805145264
acc_val: 0.4114
Epoch 60, training loss: 1.5802735090255737
acc_val: 0.4139
Epoch 70, training loss: 1.574172019958496
acc_val: 0.4133
Epoch 80, training loss: 1.567203402519226
acc_val: 0.4161
Epoch 90, training loss: 1.5603030920028687
acc_val: 0.4202
Epoch 100, training loss: 1.5511009693145752
acc_val: 0.4285
Epoch 110, training loss: 1.544277548789978
acc_val: 0.4296
Epoch 120, training loss: 1.538050889968872
acc_val: 0.4465
Epoch 130, training loss: 1.5357635021209717
acc_val: 0.4365
Epoch 140, training loss: 1.531242847442627
acc_val: 0.4420
Epoch 150, training loss: 1.5315680503845215
acc_val: 0.4494
Epoch 160, training loss: 1.5308433771133423
acc_val: 0.4490
Epoch 170, training loss: 1.5277936458587646
acc_val: 0.4458
Epoch 180, training loss: 1.5291975736618042
acc_val: 0.4452
Epoch 190, training loss: 1.5267541408538818
acc_val: 0.4493
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4169
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 18.43647, Surrogate test score: 0.70812
Attacking: Epoch 1, Loss: 17.54568, Surrogate test score: 0.67261
Attacking: Epoch 2, Loss: 16.67638, Surrogate test score: 0.64258
Attacking: Epoch 3, Loss: 15.84593, Surrogate test score: 0.60583
Attacking: Epoch 4, Loss: 15.06069, Surrogate test score: 0.57737
Attacking: Epoch 5, Loss: 14.32373, Surrogate test score: 0.54969
Attacking: Epoch 6, Loss: 13.63418, Surrogate test score: 0.52280
Attacking: Epoch 7, Loss: 12.98687, Surrogate test score: 0.49535
Attacking: Epoch 8, Loss: 12.38202, Surrogate test score: 0.47070
Attacking: Epoch 9, Loss: 11.80864, Surrogate test score: 0.44986
Attacking: Epoch 10, Loss: 11.26718, Surrogate test score: 0.42857
Attacking: Epoch 11, Loss: 10.75981, Surrogate test score: 0.40975
Attacking: Epoch 12, Loss: 10.29034, Surrogate test score: 0.39585
Attacking: Epoch 13, Loss: 9.86117, Surrogate test score: 0.38073
Attacking: Epoch 14, Loss: 9.47443, Surrogate test score: 0.36941
Attacking: Epoch 15, Loss: 9.12905, Surrogate test score: 0.36034
Attacking: Epoch 16, Loss: 8.82601, Surrogate test score: 0.35305
Attacking: Epoch 17, Loss: 8.56263, Surrogate test score: 0.34622
Attacking: Epoch 18, Loss: 8.33538, Surrogate test score: 0.34118
Attacking: Epoch 19, Loss: 8.14124, Surrogate test score: 0.33636
Attacking: Epoch 20, Loss: 7.97685, Surrogate test score: 0.33356
Attacking: Epoch 21, Loss: 7.83833, Surrogate test score: 0.33165
Attacking: Epoch 22, Loss: 7.72309, Surrogate test score: 0.32964
Attacking: Epoch 23, Loss: 7.62627, Surrogate test score: 0.32818
Attacking: Epoch 24, Loss: 7.54485, Surrogate test score: 0.32672
Attacking: Epoch 25, Loss: 7.47665, Surrogate test score: 0.32616
Attacking: Epoch 26, Loss: 7.41899, Surrogate test score: 0.32560
Attacking: Epoch 27, Loss: 7.36946, Surrogate test score: 0.32504
Attacking: Epoch 28, Loss: 7.32635, Surrogate test score: 0.32482
Attacking: Epoch 29, Loss: 7.28848, Surrogate test score: 0.32459
Attacking: Epoch 30, Loss: 7.25495, Surrogate test score: 0.32448
Attacking: Epoch 31, Loss: 7.22488, Surrogate test score: 0.32448
Attacking: Epoch 32, Loss: 7.19745, Surrogate test score: 0.32437
Attacking: Epoch 33, Loss: 7.17222, Surrogate test score: 0.32437
Attacking: Epoch 34, Loss: 7.14851, Surrogate test score: 0.32437
Attacking: Epoch 35, Loss: 7.12562, Surrogate test score: 0.32415
Attacking: Epoch 36, Loss: 7.10328, Surrogate test score: 0.32415
Attacking: Epoch 37, Loss: 7.08153, Surrogate test score: 0.32415
Attacking: Epoch 38, Loss: 7.06044, Surrogate test score: 0.32415
Attacking: Epoch 39, Loss: 7.04022, Surrogate test score: 0.32415
Attacking: Epoch 40, Loss: 7.02082, Surrogate test score: 0.32415
Attacking: Epoch 41, Loss: 7.00221, Surrogate test score: 0.32415
Attacking: Epoch 42, Loss: 6.98422, Surrogate test score: 0.32415
Attacking: Epoch 43, Loss: 6.96665, Surrogate test score: 0.32415
Attacking: Epoch 44, Loss: 6.94946, Surrogate test score: 0.32403
Attacking: Epoch 45, Loss: 6.93265, Surrogate test score: 0.32403
Attacking: Epoch 46, Loss: 6.91617, Surrogate test score: 0.32392
Attacking: Epoch 47, Loss: 6.90002, Surrogate test score: 0.32392
Attacking: Epoch 48, Loss: 6.88422, Surrogate test score: 0.32392
Attacking: Epoch 49, Loss: 6.86876, Surrogate test score: 0.32392
Attacking: Epoch 50, Loss: 6.85365, Surrogate test score: 0.32392
Attacking: Epoch 51, Loss: 6.83886, Surrogate test score: 0.32392
Attacking: Epoch 52, Loss: 6.82443, Surrogate test score: 0.32392
Attacking: Epoch 53, Loss: 6.81031, Surrogate test score: 0.32392
Attacking: Epoch 54, Loss: 6.79648, Surrogate test score: 0.32392
Attacking: Epoch 55, Loss: 6.78293, Surrogate test score: 0.32392
Attacking: Epoch 56, Loss: 6.76967, Surrogate test score: 0.32392
Attacking: Epoch 57, Loss: 6.75670, Surrogate test score: 0.32392
Attacking: Epoch 160, Loss: 6.07784, Surrogate test score: 0.32381
Attacking: Epoch 161, Loss: 6.07332, Surrogate test score: 0.32381
Attacking: Epoch 162, Loss: 6.06880, Surrogate test score: 0.32381
Attacking: Epoch 163, Loss: 6.06432, Surrogate test score: 0.32381
Attacking: Epoch 164, Loss: 6.05984, Surrogate test score: 0.32381
Attacking: Epoch 165, Loss: 6.05537, Surrogate test score: 0.32381
Attacking: Epoch 166, Loss: 6.05093, Surrogate test score: 0.32381
Attacking: Epoch 167, Loss: 6.04650, Surrogate test score: 0.32381
Attacking: Epoch 168, Loss: 6.04210, Surrogate test score: 0.32381
Attacking: Epoch 169, Loss: 6.03770, Surrogate test score: 0.32381
Attacking: Epoch 170, Loss: 6.03332, Surrogate test score: 0.32381
Attacking: Epoch 171, Loss: 6.02896, Surrogate test score: 0.32381
Attacking: Epoch 172, Loss: 6.02461, Surrogate test score: 0.32381
Attacking: Epoch 173, Loss: 6.02029, Surrogate test score: 0.32381
Attacking: Epoch 174, Loss: 6.01598, Surrogate test score: 0.32381
Attacking: Epoch 175, Loss: 6.01170, Surrogate test score: 0.32381
Attacking: Epoch 176, Loss: 6.00742, Surrogate test score: 0.32381
Attacking: Epoch 177, Loss: 6.00317, Surrogate test score: 0.32381
Attacking: Epoch 178, Loss: 5.99892, Surrogate test score: 0.32381
Attacking: Epoch 179, Loss: 5.99471, Surrogate test score: 0.32381
Attacking: Epoch 180, Loss: 5.99050, Surrogate test score: 0.32381
Attacking: Epoch 181, Loss: 5.98631, Surrogate test score: 0.32381
Attacking: Epoch 182, Loss: 5.98215, Surrogate test score: 0.32381
Attacking: Epoch 183, Loss: 5.97801, Surrogate test score: 0.32370
Attacking: Epoch 184, Loss: 5.97386, Surrogate test score: 0.32370
Attacking: Epoch 185, Loss: 5.96974, Surrogate test score: 0.32370
Attacking: Epoch 186, Loss: 5.96562, Surrogate test score: 0.32370
Attacking: Epoch 187, Loss: 5.96153, Surrogate test score: 0.32370
Attacking: Epoch 188, Loss: 5.95745, Surrogate test score: 0.32370
Attacking: Epoch 189, Loss: 5.95340, Surrogate test score: 0.32370
Attacking: Epoch 190, Loss: 5.94935, Surrogate test score: 0.32370
Attacking: Epoch 191, Loss: 5.94532, Surrogate test score: 0.32370
Attacking: Epoch 192, Loss: 5.94131, Surrogate test score: 0.32370
Attacking: Epoch 193, Loss: 5.93731, Surrogate test score: 0.32370
Attacking: Epoch 194, Loss: 5.93334, Surrogate test score: 0.32370
Attacking: Epoch 195, Loss: 5.92938, Surrogate test score: 0.32370
Attacking: Epoch 196, Loss: 5.92544, Surrogate test score: 0.32370
Attacking: Epoch 197, Loss: 5.92151, Surrogate test score: 0.32370
Attacking: Epoch 198, Loss: 5.91759, Surrogate test score: 0.32370
Attacking: Epoch 199, Loss: 5.91368, Surrogate test score: 0.32370
Attacking: Epoch 200, Loss: 5.90980, Surrogate test score: 0.32370
Attacking: Epoch 201, Loss: 5.90593, Surrogate test score: 0.32370
Attacking: Epoch 202, Loss: 5.90206, Surrogate test score: 0.32370
Attacking: Epoch 203, Loss: 5.89823, Surrogate test score: 0.32370
Attacking: Epoch 204, Loss: 5.89440, Surrogate test score: 0.32370
Attacking: Epoch 205, Loss: 5.89059, Surrogate test score: 0.32370
Attacking: Epoch 206, Loss: 5.88680, Surrogate test score: 0.32359
Attacking: Epoch 207, Loss: 5.88302, Surrogate test score: 0.32359
Attacking: Epoch 208, Loss: 5.87928, Surrogate test score: 0.32359
Attacking: Epoch 209, Loss: 5.87553, Surrogate test score: 0.32359
Attacking: Epoch 210, Loss: 5.87180, Surrogate test score: 0.32359
Attacking: Epoch 211, Loss: 5.86810, Surrogate test score: 0.32359
Attacking: Epoch 212, Loss: 5.86440, Surrogate test score: 0.32359
Attacking: Epoch 213, Loss: 5.86071, Surrogate test score: 0.32359
Attacking: Epoch 214, Loss: 5.85704, Surrogate test score: 0.32359
Attacking: Epoch 215, Loss: 5.85338, Surrogate test score: 0.32359
Attacking: Epoch 216, Loss: 5.84975, Surrogate test score: 0.32359
Attacking: Epoch 217, Loss: 5.84613, Surrogate test score: 0.32359
Attacking: Epoch 218, Loss: 5.84249, Surrogate test score: 0.32359
Attacking: Epoch 219, Loss: 5.83890, Surrogate test score: 0.32359
Attacking: Epoch 220, Loss: 5.83535, Surrogate test score: 0.32359
Attacking: Epoch 221, Loss: 5.83177, Surrogate test score: 0.32359
Attacking: Epoch 222, Loss: 5.82822, Surrogate test score: 0.32359
Attacking: Epoch 223, Loss: 5.82468, Surrogate test score: 0.32359
Attacking: Epoch 224, Loss: 5.82116, Surrogate test score: 0.32359
Attacking: Epoch 225, Loss: 5.81765, Surrogate test score: 0.32359
Attacking: Epoch 226, Loss: 5.81416, Surrogate test score: 0.32359
Attacking: Epoch 227, Loss: 5.81069, Surrogate test score: 0.32359
Attacking: Epoch 228, Loss: 5.80723, Surrogate test score: 0.32359
Attacking: Epoch 229, Loss: 5.80375, Surrogate test score: 0.32359
Attacking: Epoch 230, Loss: 5.80034, Surrogate test score: 0.32359
Attacking: Epoch 231, Loss: 5.79690, Surrogate test score: 0.32359
Attacking: Epoch 232, Loss: 5.79351, Surrogate test score: 0.32359
Attacking: Epoch 233, Loss: 5.79011, Surrogate test score: 0.32359
Attacking: Epoch 234, Loss: 5.78673, Surrogate test score: 0.32359
Attacking: Epoch 235, Loss: 5.78339, Surrogate test score: 0.32359
Attacking: Epoch 236, Loss: 5.78002, Surrogate test score: 0.32359
Attacking: Epoch 237, Loss: 5.77670, Surrogate test score: 0.32359
Attacking: Epoch 238, Loss: 5.77339, Surrogate test score: 0.32359
Attacking: Epoch 239, Loss: 5.77008, Surrogate test score: 0.32359
Attacking: Epoch 240, Loss: 5.76679, Surrogate test score: 0.32359
Attacking: Epoch 241, Loss: 5.76352, Surrogate test score: 0.32359
Attacking: Epoch 242, Loss: 5.76026, Surrogate test score: 0.32359
Attacking: Epoch 243, Loss: 5.75701, Surrogate test score: 0.32359
Attacking: Epoch 244, Loss: 5.75380, Surrogate test score: 0.32359
Attacking: Epoch 245, Loss: 5.75057, Surrogate test score: 0.32359
Attacking: Epoch 246, Loss: 5.74737, Surrogate test score: 0.32359
Attacking: Epoch 247, Loss: 5.74419, Surrogate test score: 0.32359
Attacking: Epoch 248, Loss: 5.74101, Surrogate test score: 0.32359
Attacking: Epoch 249, Loss: 5.73786, Surrogate test score: 0.32359
Attacking: Epoch 250, Loss: 5.73470, Surrogate test score: 0.32359
Attacking: Epoch 251, Loss: 5.73158, Surrogate test score: 0.32359
Attacking: Epoch 252, Loss: 5.72847, Surrogate test score: 0.32359
Attacking: Epoch 253, Loss: 5.72537, Surrogate test score: 0.32359
Attacking: Epoch 254, Loss: 5.72229, Surrogate test score: 0.32359
Attacking: Epoch 255, Loss: 5.71922, Surrogate test score: 0.32359
Attacking: Epoch 256, Loss: 5.71616, Surrogate test score: 0.32359
Attacking: Epoch 257, Loss: 5.71312, Surrogate test score: 0.32359
Attacking: Epoch 258, Loss: 5.71010, Surrogate test score: 0.32359
Attacking: Epoch 259, Loss: 5.70709, Surrogate test score: 0.32359
Attacking: Epoch 260, Loss: 5.70409, Surrogate test score: 0.32359
Attacking: Epoch 261, Loss: 5.70110, Surrogate test score: 0.32359
Attacking: Epoch 262, Loss: 5.69814, Surrogate test score: 0.32359
Attacking: Epoch 263, Loss: 5.69519, Surrogate test score: 0.32359
Attacking: Epoch 264, Loss: 5.69224, Surrogate test score: 0.32359
Attacking: Epoch 265, Loss: 5.68932, Surrogate test score: 0.32359
Attacking: Epoch 266, Loss: 5.68641, Surrogate test score: 0.32359
Attacking: Epoch 267, Loss: 5.68351, Surrogate test score: 0.32359
Attacking: Epoch 268, Loss: 5.68063, Surrogate test score: 0.32359
