nohup: ignoring input
Namespace(attack_method='AGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='none', device_id=1, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GNNGuard', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.3607
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9459304809570312
acc_val: 0.4119
Epoch 10, training loss: 1.6337673664093018
acc_val: 0.4119
Epoch 20, training loss: 1.6217806339263916
acc_val: 0.4119
Epoch 30, training loss: 1.6064249277114868
acc_val: 0.4119
Epoch 40, training loss: 1.5968029499053955
acc_val: 0.4119
Epoch 50, training loss: 1.5881984233856201
acc_val: 0.4118
Epoch 60, training loss: 1.5813709497451782
acc_val: 0.4129
Epoch 70, training loss: 1.5755410194396973
acc_val: 0.4139
Epoch 80, training loss: 1.570027470588684
acc_val: 0.4160
Epoch 90, training loss: 1.562692642211914
acc_val: 0.4192
Epoch 100, training loss: 1.5553935766220093
acc_val: 0.4269
Epoch 110, training loss: 1.5447094440460205
acc_val: 0.4345
Epoch 120, training loss: 1.5390474796295166
acc_val: 0.4410
Epoch 130, training loss: 1.5333971977233887
acc_val: 0.4450
Epoch 140, training loss: 1.5311614274978638
acc_val: 0.4485
Epoch 150, training loss: 1.5299534797668457
acc_val: 0.4529
Epoch 160, training loss: 1.5288491249084473
acc_val: 0.4528
Epoch 170, training loss: 1.527613639831543
acc_val: 0.4481
Epoch 180, training loss: 1.527220606803894
acc_val: 0.4491
Epoch 190, training loss: 1.5273693799972534
acc_val: 0.4500
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0028
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4590
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 17.58222, Surrogate test score: 0.69647
Attacking: Epoch 1, Loss: 16.74488, Surrogate test score: 0.65838
Attacking: Epoch 2, Loss: 15.93181, Surrogate test score: 0.62510
Attacking: Epoch 3, Loss: 15.16794, Surrogate test score: 0.59641
Attacking: Epoch 4, Loss: 14.46371, Surrogate test score: 0.57143
Attacking: Epoch 5, Loss: 13.81716, Surrogate test score: 0.54711
Attacking: Epoch 6, Loss: 13.21934, Surrogate test score: 0.52078
Attacking: Epoch 7, Loss: 12.65287, Surrogate test score: 0.49513
Attacking: Epoch 8, Loss: 12.10651, Surrogate test score: 0.47014
Attacking: Epoch 9, Loss: 11.57372, Surrogate test score: 0.44941
Attacking: Epoch 10, Loss: 11.06056, Surrogate test score: 0.42846
Attacking: Epoch 11, Loss: 10.57403, Surrogate test score: 0.41266
Attacking: Epoch 12, Loss: 10.12203, Surrogate test score: 0.39720
Attacking: Epoch 13, Loss: 9.71118, Surrogate test score: 0.38487
Attacking: Epoch 14, Loss: 9.34601, Surrogate test score: 0.37345
Attacking: Epoch 15, Loss: 9.02468, Surrogate test score: 0.36415
Attacking: Epoch 16, Loss: 8.74413, Surrogate test score: 0.35776
Attacking: Epoch 17, Loss: 8.50107, Surrogate test score: 0.35070
Attacking: Epoch 18, Loss: 8.29001, Surrogate test score: 0.34487
Attacking: Epoch 19, Loss: 8.10671, Surrogate test score: 0.33972
Attacking: Epoch 20, Loss: 7.94596, Surrogate test score: 0.33546
Attacking: Epoch 21, Loss: 7.80510, Surrogate test score: 0.33266
Attacking: Epoch 22, Loss: 7.68261, Surrogate test score: 0.33120
Attacking: Epoch 23, Loss: 7.57851, Surrogate test score: 0.32986
Attacking: Epoch 24, Loss: 7.49127, Surrogate test score: 0.32885
Attacking: Epoch 25, Loss: 7.41796, Surrogate test score: 0.32695
Attacking: Epoch 26, Loss: 7.35469, Surrogate test score: 0.32594
Attacking: Epoch 27, Loss: 7.29857, Surrogate test score: 0.32515
Attacking: Epoch 28, Loss: 7.24754, Surrogate test score: 0.32504
Attacking: Epoch 29, Loss: 7.20110, Surrogate test score: 0.32471
Attacking: Epoch 30, Loss: 7.15992, Surrogate test score: 0.32426
Attacking: Epoch 31, Loss: 7.12369, Surrogate test score: 0.32415
Attacking: Epoch 32, Loss: 7.09118, Surrogate test score: 0.32403
Attacking: Epoch 33, Loss: 7.06134, Surrogate test score: 0.32403
Attacking: Epoch 34, Loss: 7.03381, Surrogate test score: 0.32403
Attacking: Epoch 35, Loss: 7.00836, Surrogate test score: 0.32403
Attacking: Epoch 36, Loss: 6.98467, Surrogate test score: 0.32392
Attacking: Epoch 37, Loss: 6.96219, Surrogate test score: 0.32392
Attacking: Epoch 38, Loss: 6.94061, Surrogate test score: 0.32381
Attacking: Epoch 39, Loss: 6.91987, Surrogate test score: 0.32381
Attacking: Epoch 40, Loss: 6.89993, Surrogate test score: 0.32381
Attacking: Epoch 41, Loss: 6.88091, Surrogate test score: 0.32381
Attacking: Epoch 42, Loss: 6.86287, Surrogate test score: 0.32381
Attacking: Epoch 43, Loss: 6.84571, Surrogate test score: 0.32381
Attacking: Epoch 44, Loss: 6.82913, Surrogate test score: 0.32370
Attacking: Epoch 45, Loss: 6.81306, Surrogate test score: 0.32370
Attacking: Epoch 46, Loss: 6.79754, Surrogate test score: 0.32381
Attacking: Epoch 47, Loss: 6.78266, Surrogate test score: 0.32381
Attacking: Epoch 48, Loss: 6.76851, Surrogate test score: 0.32381
Attacking: Epoch 49, Loss: 6.75506, Surrogate test score: 0.32381
Attacking: Epoch 50, Loss: 6.74208, Surrogate test score: 0.32370
Attacking: Epoch 51, Loss: 6.72964, Surrogate test score: 0.32370
Attacking: Epoch 52, Loss: 6.71767, Surrogate test score: 0.32359
Attacking: Epoch 53, Loss: 6.70614, Surrogate test score: 0.32359
Attacking: Epoch 54, Loss: 6.69495, Surrogate test score: 0.32359
Attacking: Epoch 55, Loss: 6.68404, Surrogate test score: 0.32359
Attacking: Epoch 56, Loss: 6.67343, Surrogate test score: 0.32347
Attacking: Epoch 57, Loss: 6.66309, Surrogate test score: 0.32347
Attacking: Epoch 150, Loss: 6.12047, Surrogate test score: 0.32303
Attacking: Epoch 151, Loss: 6.11590, Surrogate test score: 0.32303
Attacking: Epoch 152, Loss: 6.11135, Surrogate test score: 0.32303
Attacking: Epoch 153, Loss: 6.10682, Surrogate test score: 0.32303
Attacking: Epoch 154, Loss: 6.10230, Surrogate test score: 0.32303
Attacking: Epoch 155, Loss: 6.09780, Surrogate test score: 0.32303
Attacking: Epoch 156, Loss: 6.09331, Surrogate test score: 0.32303
Attacking: Epoch 157, Loss: 6.08882, Surrogate test score: 0.32303
Attacking: Epoch 158, Loss: 6.08437, Surrogate test score: 0.32291
Attacking: Epoch 159, Loss: 6.07993, Surrogate test score: 0.32291
Attacking: Epoch 160, Loss: 6.07549, Surrogate test score: 0.32291
Attacking: Epoch 161, Loss: 6.07107, Surrogate test score: 0.32280
Attacking: Epoch 162, Loss: 6.06668, Surrogate test score: 0.32280
Attacking: Epoch 163, Loss: 6.06229, Surrogate test score: 0.32280
Attacking: Epoch 164, Loss: 6.05792, Surrogate test score: 0.32280
Attacking: Epoch 165, Loss: 6.05356, Surrogate test score: 0.32280
Attacking: Epoch 166, Loss: 6.04923, Surrogate test score: 0.32280
Attacking: Epoch 167, Loss: 6.04490, Surrogate test score: 0.32280
Attacking: Epoch 168, Loss: 6.04059, Surrogate test score: 0.32280
Attacking: Epoch 169, Loss: 6.03629, Surrogate test score: 0.32280
Attacking: Epoch 170, Loss: 6.03201, Surrogate test score: 0.32280
Attacking: Epoch 171, Loss: 6.02774, Surrogate test score: 0.32280
Attacking: Epoch 172, Loss: 6.02349, Surrogate test score: 0.32280
Attacking: Epoch 173, Loss: 6.01925, Surrogate test score: 0.32280
Attacking: Epoch 174, Loss: 6.01502, Surrogate test score: 0.32280
Attacking: Epoch 175, Loss: 6.01081, Surrogate test score: 0.32280
Attacking: Epoch 176, Loss: 6.00665, Surrogate test score: 0.32280
Attacking: Epoch 177, Loss: 6.00247, Surrogate test score: 0.32280
Attacking: Epoch 178, Loss: 5.99831, Surrogate test score: 0.32280
Attacking: Epoch 179, Loss: 5.99418, Surrogate test score: 0.32280
Attacking: Epoch 180, Loss: 5.99008, Surrogate test score: 0.32280
Attacking: Epoch 181, Loss: 5.98600, Surrogate test score: 0.32280
Attacking: Epoch 182, Loss: 5.98191, Surrogate test score: 0.32280
Attacking: Epoch 183, Loss: 5.97785, Surrogate test score: 0.32280
Attacking: Epoch 184, Loss: 5.97379, Surrogate test score: 0.32280
Attacking: Epoch 185, Loss: 5.96977, Surrogate test score: 0.32280
Attacking: Epoch 186, Loss: 5.96577, Surrogate test score: 0.32280
Attacking: Epoch 187, Loss: 5.96176, Surrogate test score: 0.32280
Attacking: Epoch 188, Loss: 5.95778, Surrogate test score: 0.32280
Attacking: Epoch 189, Loss: 5.95383, Surrogate test score: 0.32280
Attacking: Epoch 190, Loss: 5.94989, Surrogate test score: 0.32280
Attacking: Epoch 191, Loss: 5.94595, Surrogate test score: 0.32280
Attacking: Epoch 192, Loss: 5.94206, Surrogate test score: 0.32280
Attacking: Epoch 193, Loss: 5.93817, Surrogate test score: 0.32280
Attacking: Epoch 194, Loss: 5.93428, Surrogate test score: 0.32280
Attacking: Epoch 195, Loss: 5.93042, Surrogate test score: 0.32280
Attacking: Epoch 196, Loss: 5.92658, Surrogate test score: 0.32280
Attacking: Epoch 197, Loss: 5.92275, Surrogate test score: 0.32280
Attacking: Epoch 198, Loss: 5.91894, Surrogate test score: 0.32280
Attacking: Epoch 199, Loss: 5.91514, Surrogate test score: 0.32280
Attacking: Epoch 200, Loss: 5.91137, Surrogate test score: 0.32280
Attacking: Epoch 201, Loss: 5.90761, Surrogate test score: 0.32280
Attacking: Epoch 202, Loss: 5.90387, Surrogate test score: 0.32280
Attacking: Epoch 203, Loss: 5.90015, Surrogate test score: 0.32280
Attacking: Epoch 204, Loss: 5.89643, Surrogate test score: 0.32280
Attacking: Epoch 205, Loss: 5.89276, Surrogate test score: 0.32280
Attacking: Epoch 206, Loss: 5.88908, Surrogate test score: 0.32280
Attacking: Epoch 207, Loss: 5.88542, Surrogate test score: 0.32280
Attacking: Epoch 208, Loss: 5.88178, Surrogate test score: 0.32280
Attacking: Epoch 209, Loss: 5.87816, Surrogate test score: 0.32280
Attacking: Epoch 210, Loss: 5.87454, Surrogate test score: 0.32280
Attacking: Epoch 211, Loss: 5.87095, Surrogate test score: 0.32280
Attacking: Epoch 212, Loss: 5.86737, Surrogate test score: 0.32280
Attacking: Epoch 213, Loss: 5.86381, Surrogate test score: 0.32280
Attacking: Epoch 214, Loss: 5.86026, Surrogate test score: 0.32280
Attacking: Epoch 215, Loss: 5.85673, Surrogate test score: 0.32280
Attacking: Epoch 216, Loss: 5.85320, Surrogate test score: 0.32280
Attacking: Epoch 217, Loss: 5.84972, Surrogate test score: 0.32280
Attacking: Epoch 218, Loss: 5.84623, Surrogate test score: 0.32280
Attacking: Epoch 219, Loss: 5.84276, Surrogate test score: 0.32280
Attacking: Epoch 220, Loss: 5.83931, Surrogate test score: 0.32280
Attacking: Epoch 221, Loss: 5.83588, Surrogate test score: 0.32280
Attacking: Epoch 222, Loss: 5.83245, Surrogate test score: 0.32280
Attacking: Epoch 223, Loss: 5.82905, Surrogate test score: 0.32280
Attacking: Epoch 224, Loss: 5.82566, Surrogate test score: 0.32280
Attacking: Epoch 225, Loss: 5.82228, Surrogate test score: 0.32280
Attacking: Epoch 226, Loss: 5.81892, Surrogate test score: 0.32280
Attacking: Epoch 227, Loss: 5.81558, Surrogate test score: 0.32280
Attacking: Epoch 228, Loss: 5.81225, Surrogate test score: 0.32280
Attacking: Epoch 229, Loss: 5.80893, Surrogate test score: 0.32280
Attacking: Epoch 230, Loss: 5.80563, Surrogate test score: 0.32280
Attacking: Epoch 231, Loss: 5.80234, Surrogate test score: 0.32280
Attacking: Epoch 232, Loss: 5.79907, Surrogate test score: 0.32280
Attacking: Epoch 233, Loss: 5.79583, Surrogate test score: 0.32280
Attacking: Epoch 234, Loss: 5.79259, Surrogate test score: 0.32280
Attacking: Epoch 235, Loss: 5.78937, Surrogate test score: 0.32280
Attacking: Epoch 236, Loss: 5.78617, Surrogate test score: 0.32280
Attacking: Epoch 237, Loss: 5.78298, Surrogate test score: 0.32280
Attacking: Epoch 238, Loss: 5.77980, Surrogate test score: 0.32280
Attacking: Epoch 239, Loss: 5.77665, Surrogate test score: 0.32280
Attacking: Epoch 240, Loss: 5.77351, Surrogate test score: 0.32280
Attacking: Epoch 241, Loss: 5.77037, Surrogate test score: 0.32280
Attacking: Epoch 242, Loss: 5.76726, Surrogate test score: 0.32280
Attacking: Epoch 243, Loss: 5.76416, Surrogate test score: 0.32280
Attacking: Epoch 244, Loss: 5.76107, Surrogate test score: 0.32269
Attacking: Epoch 245, Loss: 5.75799, Surrogate test score: 0.32269
Attacking: Epoch 246, Loss: 5.75493, Surrogate test score: 0.32269
Attacking: Epoch 247, Loss: 5.75188, Surrogate test score: 0.32269
Attacking: Epoch 248, Loss: 5.74886, Surrogate test score: 0.32269
Attacking: Epoch 249, Loss: 5.74583, Surrogate test score: 0.32269
Attacking: Epoch 250, Loss: 5.74282, Surrogate test score: 0.32269
Attacking: Epoch 251, Loss: 5.73982, Surrogate test score: 0.32269
Attacking: Epoch 252, Loss: 5.73683, Surrogate test score: 0.32269
Attacking: Epoch 253, Loss: 5.73385, Surrogate test score: 0.32269
Attacking: Epoch 254, Loss: 5.73089, Surrogate test score: 0.32269
Attacking: Epoch 255, Loss: 5.72794, Surrogate test score: 0.32269
Attacking: Epoch 256, Loss: 5.72500, Surrogate test score: 0.32269
Attacking: Epoch 257, Loss: 5.72207, Surrogate test score: 0.32269
Attacking: Epoch 258, Loss: 5.71915, Surrogate test score: 0.32269
Attacking: Epoch 259, Loss: 5.71626, Surrogate test score: 0.32269
Attacking: Epoch 260, Loss: 5.71337, Surrogate test score: 0.32269
Attacking: Epoch 261, Loss: 5.71049, Surrogate test score: 0.32269
Attacking: Epoch 262, Loss: 5.70763, Surrogate test score: 0.32269
Attacking: Epoch 263, Loss: 5.70477, Surrogate test score: 0.32269
Attacking: Epoch 264, Loss: 5.70193, Surrogate test score: 0.32269
Attacking: Epoch 265, Loss: 5.69912, Surrogate test score: 0.32269
Attacking: Epoch 266, Loss: 5.69628, Surrogate test score: 0.32269
Attacking: Epoch 267, Loss: 5.69348, Surrogate test score: 0.32269
