nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='none', device_id=1, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GNNGuard', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.3607
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9459304809570312
acc_val: 0.4119
Epoch 10, training loss: 1.6337672472000122
acc_val: 0.4119
Epoch 20, training loss: 1.6217806339263916
acc_val: 0.4119
Epoch 30, training loss: 1.6064249277114868
acc_val: 0.4119
Epoch 40, training loss: 1.5968043804168701
acc_val: 0.4119
Epoch 50, training loss: 1.5881990194320679
acc_val: 0.4118
Epoch 60, training loss: 1.5813703536987305
acc_val: 0.4129
Epoch 70, training loss: 1.5755387544631958
acc_val: 0.4139
Epoch 80, training loss: 1.5700219869613647
acc_val: 0.4160
Epoch 90, training loss: 1.5626842975616455
acc_val: 0.4193
Epoch 100, training loss: 1.555392861366272
acc_val: 0.4269
Epoch 110, training loss: 1.5447099208831787
acc_val: 0.4342
Epoch 120, training loss: 1.5389370918273926
acc_val: 0.4404
Epoch 130, training loss: 1.5334579944610596
acc_val: 0.4480
Epoch 140, training loss: 1.5311568975448608
acc_val: 0.4501
Epoch 150, training loss: 1.5291898250579834
acc_val: 0.4499
Epoch 160, training loss: 1.5288387537002563
acc_val: 0.4494
Epoch 170, training loss: 1.5283433198928833
acc_val: 0.4468
Epoch 180, training loss: 1.527739405632019
acc_val: 0.4499
Epoch 190, training loss: 1.5278747081756592
acc_val: 0.4533
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0028
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4590
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 17.56016, Surrogate test score: 0.69838
Attacking: Epoch 1, Loss: 16.73774, Surrogate test score: 0.65938
Attacking: Epoch 2, Loss: 15.92460, Surrogate test score: 0.62543
Attacking: Epoch 3, Loss: 15.14591, Surrogate test score: 0.59305
Attacking: Epoch 4, Loss: 14.41323, Surrogate test score: 0.56247
Attacking: Epoch 5, Loss: 13.72337, Surrogate test score: 0.53378
Attacking: Epoch 6, Loss: 13.07102, Surrogate test score: 0.50308
Attacking: Epoch 7, Loss: 12.44454, Surrogate test score: 0.47429
Attacking: Epoch 8, Loss: 11.83791, Surrogate test score: 0.44885
Attacking: Epoch 9, Loss: 11.25397, Surrogate test score: 0.42633
Attacking: Epoch 10, Loss: 10.70137, Surrogate test score: 0.40549
Attacking: Epoch 11, Loss: 10.19097, Surrogate test score: 0.38969
Attacking: Epoch 12, Loss: 9.73050, Surrogate test score: 0.37591
Attacking: Epoch 13, Loss: 9.32415, Surrogate test score: 0.36482
Attacking: Epoch 14, Loss: 8.97165, Surrogate test score: 0.35563
Attacking: Epoch 15, Loss: 8.66852, Surrogate test score: 0.34779
Attacking: Epoch 16, Loss: 8.41168, Surrogate test score: 0.34252
Attacking: Epoch 17, Loss: 8.19636, Surrogate test score: 0.33737
Attacking: Epoch 18, Loss: 8.01730, Surrogate test score: 0.33490
Attacking: Epoch 19, Loss: 7.86946, Surrogate test score: 0.33232
Attacking: Epoch 20, Loss: 7.74527, Surrogate test score: 0.32975
Attacking: Epoch 21, Loss: 7.64151, Surrogate test score: 0.32829
Attacking: Epoch 22, Loss: 7.55523, Surrogate test score: 0.32762
Attacking: Epoch 23, Loss: 7.48287, Surrogate test score: 0.32672
Attacking: Epoch 24, Loss: 7.42142, Surrogate test score: 0.32672
Attacking: Epoch 25, Loss: 7.36852, Surrogate test score: 0.32650
Attacking: Epoch 26, Loss: 7.32268, Surrogate test score: 0.32650
Attacking: Epoch 27, Loss: 7.28248, Surrogate test score: 0.32650
Attacking: Epoch 28, Loss: 7.24575, Surrogate test score: 0.32650
Attacking: Epoch 29, Loss: 7.21120, Surrogate test score: 0.32650
Attacking: Epoch 30, Loss: 7.17835, Surrogate test score: 0.32650
Attacking: Epoch 31, Loss: 7.14725, Surrogate test score: 0.32627
Attacking: Epoch 32, Loss: 7.11751, Surrogate test score: 0.32605
Attacking: Epoch 33, Loss: 7.08909, Surrogate test score: 0.32605
Attacking: Epoch 34, Loss: 7.06198, Surrogate test score: 0.32605
Attacking: Epoch 35, Loss: 7.03619, Surrogate test score: 0.32594
Attacking: Epoch 36, Loss: 7.01152, Surrogate test score: 0.32594
Attacking: Epoch 37, Loss: 6.98805, Surrogate test score: 0.32594
Attacking: Epoch 38, Loss: 6.96564, Surrogate test score: 0.32594
Attacking: Epoch 39, Loss: 6.94429, Surrogate test score: 0.32594
Attacking: Epoch 40, Loss: 6.92394, Surrogate test score: 0.32594
Attacking: Epoch 41, Loss: 6.90453, Surrogate test score: 0.32583
Attacking: Epoch 42, Loss: 6.88592, Surrogate test score: 0.32583
Attacking: Epoch 43, Loss: 6.86812, Surrogate test score: 0.32583
Attacking: Epoch 44, Loss: 6.85105, Surrogate test score: 0.32583
Attacking: Epoch 45, Loss: 6.83467, Surrogate test score: 0.32583
Attacking: Epoch 46, Loss: 6.81893, Surrogate test score: 0.32583
Attacking: Epoch 47, Loss: 6.80384, Surrogate test score: 0.32583
Attacking: Epoch 48, Loss: 6.78937, Surrogate test score: 0.32583
Attacking: Epoch 49, Loss: 6.77550, Surrogate test score: 0.32583
Attacking: Epoch 50, Loss: 6.76215, Surrogate test score: 0.32571
Attacking: Epoch 51, Loss: 6.74929, Surrogate test score: 0.32571
Attacking: Epoch 52, Loss: 6.73688, Surrogate test score: 0.32571
Attacking: Epoch 53, Loss: 6.72494, Surrogate test score: 0.32571
Attacking: Epoch 54, Loss: 6.71336, Surrogate test score: 0.32571
Attacking: Epoch 55, Loss: 6.70216, Surrogate test score: 0.32571
Attacking: Epoch 56, Loss: 6.69123, Surrogate test score: 0.32571
Attacking: Epoch 57, Loss: 6.68058, Surrogate test score: 0.32571
Attacking: Epoch 150, Loss: 6.12603, Surrogate test score: 0.32482
Attacking: Epoch 151, Loss: 6.12135, Surrogate test score: 0.32482
Attacking: Epoch 152, Loss: 6.11666, Surrogate test score: 0.32482
Attacking: Epoch 153, Loss: 6.11200, Surrogate test score: 0.32482
Attacking: Epoch 154, Loss: 6.10738, Surrogate test score: 0.32482
Attacking: Epoch 155, Loss: 6.10273, Surrogate test score: 0.32482
Attacking: Epoch 156, Loss: 6.09812, Surrogate test score: 0.32482
Attacking: Epoch 157, Loss: 6.09352, Surrogate test score: 0.32482
Attacking: Epoch 158, Loss: 6.08895, Surrogate test score: 0.32482
Attacking: Epoch 159, Loss: 6.08437, Surrogate test score: 0.32482
Attacking: Epoch 160, Loss: 6.07982, Surrogate test score: 0.32482
Attacking: Epoch 161, Loss: 6.07528, Surrogate test score: 0.32482
Attacking: Epoch 162, Loss: 6.07077, Surrogate test score: 0.32482
Attacking: Epoch 163, Loss: 6.06626, Surrogate test score: 0.32482
Attacking: Epoch 164, Loss: 6.06177, Surrogate test score: 0.32471
Attacking: Epoch 165, Loss: 6.05731, Surrogate test score: 0.32471
Attacking: Epoch 166, Loss: 6.05284, Surrogate test score: 0.32471
Attacking: Epoch 167, Loss: 6.04839, Surrogate test score: 0.32471
Attacking: Epoch 168, Loss: 6.04397, Surrogate test score: 0.32471
Attacking: Epoch 169, Loss: 6.03956, Surrogate test score: 0.32471
Attacking: Epoch 170, Loss: 6.03518, Surrogate test score: 0.32459
Attacking: Epoch 171, Loss: 6.03080, Surrogate test score: 0.32459
Attacking: Epoch 172, Loss: 6.02646, Surrogate test score: 0.32459
Attacking: Epoch 173, Loss: 6.02211, Surrogate test score: 0.32459
Attacking: Epoch 174, Loss: 6.01779, Surrogate test score: 0.32459
Attacking: Epoch 175, Loss: 6.01348, Surrogate test score: 0.32459
Attacking: Epoch 176, Loss: 6.00919, Surrogate test score: 0.32459
Attacking: Epoch 177, Loss: 6.00493, Surrogate test score: 0.32459
Attacking: Epoch 178, Loss: 6.00067, Surrogate test score: 0.32459
Attacking: Epoch 179, Loss: 5.99645, Surrogate test score: 0.32459
Attacking: Epoch 180, Loss: 5.99221, Surrogate test score: 0.32459
Attacking: Epoch 181, Loss: 5.98802, Surrogate test score: 0.32459
Attacking: Epoch 182, Loss: 5.98384, Surrogate test score: 0.32459
Attacking: Epoch 183, Loss: 5.97968, Surrogate test score: 0.32459
Attacking: Epoch 184, Loss: 5.97553, Surrogate test score: 0.32448
Attacking: Epoch 185, Loss: 5.97142, Surrogate test score: 0.32448
Attacking: Epoch 186, Loss: 5.96731, Surrogate test score: 0.32448
Attacking: Epoch 187, Loss: 5.96323, Surrogate test score: 0.32448
Attacking: Epoch 188, Loss: 5.95916, Surrogate test score: 0.32448
Attacking: Epoch 189, Loss: 5.95510, Surrogate test score: 0.32448
Attacking: Epoch 190, Loss: 5.95107, Surrogate test score: 0.32448
Attacking: Epoch 191, Loss: 5.94704, Surrogate test score: 0.32448
Attacking: Epoch 192, Loss: 5.94306, Surrogate test score: 0.32448
Attacking: Epoch 193, Loss: 5.93907, Surrogate test score: 0.32448
Attacking: Epoch 194, Loss: 5.93511, Surrogate test score: 0.32448
Attacking: Epoch 195, Loss: 5.93117, Surrogate test score: 0.32448
Attacking: Epoch 196, Loss: 5.92723, Surrogate test score: 0.32448
Attacking: Epoch 197, Loss: 5.92333, Surrogate test score: 0.32448
Attacking: Epoch 198, Loss: 5.91943, Surrogate test score: 0.32448
Attacking: Epoch 199, Loss: 5.91556, Surrogate test score: 0.32448
Attacking: Epoch 200, Loss: 5.91171, Surrogate test score: 0.32448
Attacking: Epoch 201, Loss: 5.90788, Surrogate test score: 0.32448
Attacking: Epoch 202, Loss: 5.90406, Surrogate test score: 0.32448
Attacking: Epoch 203, Loss: 5.90026, Surrogate test score: 0.32448
Attacking: Epoch 204, Loss: 5.89647, Surrogate test score: 0.32448
Attacking: Epoch 205, Loss: 5.89270, Surrogate test score: 0.32448
Attacking: Epoch 206, Loss: 5.88896, Surrogate test score: 0.32448
Attacking: Epoch 207, Loss: 5.88521, Surrogate test score: 0.32448
Attacking: Epoch 208, Loss: 5.88150, Surrogate test score: 0.32448
Attacking: Epoch 209, Loss: 5.87779, Surrogate test score: 0.32448
Attacking: Epoch 210, Loss: 5.87410, Surrogate test score: 0.32448
Attacking: Epoch 211, Loss: 5.87043, Surrogate test score: 0.32448
Attacking: Epoch 212, Loss: 5.86677, Surrogate test score: 0.32448
Attacking: Epoch 213, Loss: 5.86313, Surrogate test score: 0.32448
Attacking: Epoch 214, Loss: 5.85950, Surrogate test score: 0.32448
Attacking: Epoch 215, Loss: 5.85589, Surrogate test score: 0.32448
Attacking: Epoch 216, Loss: 5.85230, Surrogate test score: 0.32448
Attacking: Epoch 217, Loss: 5.84873, Surrogate test score: 0.32448
Attacking: Epoch 218, Loss: 5.84516, Surrogate test score: 0.32448
Attacking: Epoch 219, Loss: 5.84161, Surrogate test score: 0.32448
Attacking: Epoch 220, Loss: 5.83799, Surrogate test score: 0.32448
Attacking: Epoch 221, Loss: 5.83399, Surrogate test score: 0.32448
Attacking: Epoch 222, Loss: 5.82973, Surrogate test score: 0.32437
Attacking: Epoch 223, Loss: 5.82595, Surrogate test score: 0.32437
Attacking: Epoch 224, Loss: 5.82226, Surrogate test score: 0.32437
Attacking: Epoch 225, Loss: 5.81862, Surrogate test score: 0.32437
Attacking: Epoch 226, Loss: 5.81501, Surrogate test score: 0.32437
Attacking: Epoch 227, Loss: 5.81146, Surrogate test score: 0.32437
Attacking: Epoch 228, Loss: 5.80795, Surrogate test score: 0.32437
Attacking: Epoch 229, Loss: 5.80451, Surrogate test score: 0.32437
Attacking: Epoch 230, Loss: 5.80110, Surrogate test score: 0.32437
Attacking: Epoch 231, Loss: 5.79776, Surrogate test score: 0.32437
Attacking: Epoch 232, Loss: 5.79445, Surrogate test score: 0.32437
Attacking: Epoch 233, Loss: 5.79114, Surrogate test score: 0.32437
Attacking: Epoch 234, Loss: 5.78784, Surrogate test score: 0.32437
Attacking: Epoch 235, Loss: 5.78457, Surrogate test score: 0.32437
Attacking: Epoch 236, Loss: 5.78130, Surrogate test score: 0.32437
Attacking: Epoch 237, Loss: 5.77805, Surrogate test score: 0.32437
Attacking: Epoch 238, Loss: 5.77482, Surrogate test score: 0.32437
Attacking: Epoch 239, Loss: 5.77161, Surrogate test score: 0.32437
Attacking: Epoch 240, Loss: 5.76839, Surrogate test score: 0.32437
Attacking: Epoch 241, Loss: 5.76520, Surrogate test score: 0.32437
Attacking: Epoch 242, Loss: 5.76202, Surrogate test score: 0.32437
Attacking: Epoch 243, Loss: 5.75887, Surrogate test score: 0.32437
Attacking: Epoch 244, Loss: 5.75572, Surrogate test score: 0.32437
Attacking: Epoch 245, Loss: 5.75258, Surrogate test score: 0.32437
Attacking: Epoch 246, Loss: 5.74947, Surrogate test score: 0.32437
Attacking: Epoch 247, Loss: 5.74636, Surrogate test score: 0.32437
Attacking: Epoch 248, Loss: 5.74327, Surrogate test score: 0.32437
Attacking: Epoch 249, Loss: 5.74020, Surrogate test score: 0.32437
Attacking: Epoch 250, Loss: 5.73714, Surrogate test score: 0.32437
Attacking: Epoch 251, Loss: 5.73408, Surrogate test score: 0.32437
Attacking: Epoch 252, Loss: 5.73106, Surrogate test score: 0.32437
Attacking: Epoch 253, Loss: 5.72803, Surrogate test score: 0.32437
Attacking: Epoch 254, Loss: 5.72504, Surrogate test score: 0.32437
Attacking: Epoch 255, Loss: 5.72204, Surrogate test score: 0.32437
Attacking: Epoch 256, Loss: 5.71906, Surrogate test score: 0.32437
Attacking: Epoch 257, Loss: 5.71609, Surrogate test score: 0.32437
Attacking: Epoch 258, Loss: 5.71314, Surrogate test score: 0.32437
Attacking: Epoch 259, Loss: 5.71019, Surrogate test score: 0.32437
Attacking: Epoch 260, Loss: 5.70726, Surrogate test score: 0.32437
Attacking: Epoch 261, Loss: 5.70434, Surrogate test score: 0.32437
Attacking: Epoch 262, Loss: 5.70144, Surrogate test score: 0.32437
Attacking: Epoch 263, Loss: 5.69853, Surrogate test score: 0.32437
Attacking: Epoch 264, Loss: 5.69565, Surrogate test score: 0.32437
Attacking: Epoch 265, Loss: 5.69279, Surrogate test score: 0.32437
Attacking: Epoch 266, Loss: 5.68993, Surrogate test score: 0.32437
Attacking: Epoch 267, Loss: 5.68709, Surrogate test score: 0.32437
