nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='none', device_id=0, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='RobustGCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
sp_train_adj SparseTensor(row=tensor([    0,     0,     0,  ..., 89249, 89249, 89249], device='cuda:0'),
             col=tensor([ 1694,  2639,  4953,  ..., 12526, 28631, 52736], device='cuda:0'),
             size=(89250, 89250), nnz=576762, density=0.01%)
Benign CA: 0.4111
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.945176601409912
acc_val: 0.4119
Epoch 10, training loss: 1.620200753211975
acc_val: 0.4119
Epoch 20, training loss: 1.6128506660461426
acc_val: 0.4119
Epoch 30, training loss: 1.6046487092971802
acc_val: 0.4119
Epoch 40, training loss: 1.5925995111465454
acc_val: 0.4119
Epoch 50, training loss: 1.5841714143753052
acc_val: 0.4121
Epoch 60, training loss: 1.5773963928222656
acc_val: 0.4145
Epoch 70, training loss: 1.5705196857452393
acc_val: 0.4152
Epoch 80, training loss: 1.5638571977615356
acc_val: 0.4179
Epoch 90, training loss: 1.5581196546554565
acc_val: 0.4211
Epoch 100, training loss: 1.5524835586547852
acc_val: 0.4251
Epoch 110, training loss: 1.5472592115402222
acc_val: 0.4276
Epoch 120, training loss: 1.54263174533844
acc_val: 0.4365
Epoch 130, training loss: 1.5393248796463013
acc_val: 0.4350
Epoch 140, training loss: 1.535413384437561
acc_val: 0.4343
Epoch 150, training loss: 1.5335779190063477
acc_val: 0.4420
Epoch 160, training loss: 1.5322076082229614
acc_val: 0.4440
Epoch 170, training loss: 1.530367136001587
acc_val: 0.4478
Epoch 180, training loss: 1.5317000150680542
acc_val: 0.4415
Epoch 190, training loss: 1.5287206172943115
acc_val: 0.4533
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4090
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 17.71089, Surrogate test score: 0.69143
Attacking: Epoch 1, Loss: 16.90831, Surrogate test score: 0.65345
Attacking: Epoch 2, Loss: 16.11817, Surrogate test score: 0.61983
Attacking: Epoch 3, Loss: 15.35021, Surrogate test score: 0.58846
Attacking: Epoch 4, Loss: 14.61390, Surrogate test score: 0.55720
Attacking: Epoch 5, Loss: 13.90861, Surrogate test score: 0.53132
Attacking: Epoch 6, Loss: 13.23901, Surrogate test score: 0.50241
Attacking: Epoch 7, Loss: 12.60634, Surrogate test score: 0.47496
Attacking: Epoch 8, Loss: 12.01089, Surrogate test score: 0.45232
Attacking: Epoch 9, Loss: 11.44838, Surrogate test score: 0.43126
Attacking: Epoch 10, Loss: 10.91886, Surrogate test score: 0.41176
Attacking: Epoch 11, Loss: 10.42701, Surrogate test score: 0.39507
Attacking: Epoch 12, Loss: 9.97648, Surrogate test score: 0.38095
Attacking: Epoch 13, Loss: 9.57091, Surrogate test score: 0.36896
Attacking: Epoch 14, Loss: 9.21142, Surrogate test score: 0.36146
Attacking: Epoch 15, Loss: 8.89635, Surrogate test score: 0.35294
Attacking: Epoch 16, Loss: 8.62274, Surrogate test score: 0.34711
Attacking: Epoch 17, Loss: 8.38849, Surrogate test score: 0.34241
Attacking: Epoch 18, Loss: 8.19067, Surrogate test score: 0.33804
Attacking: Epoch 19, Loss: 8.02528, Surrogate test score: 0.33479
Attacking: Epoch 20, Loss: 7.88722, Surrogate test score: 0.33232
Attacking: Epoch 21, Loss: 7.77223, Surrogate test score: 0.33120
Attacking: Epoch 22, Loss: 7.67710, Surrogate test score: 0.33053
Attacking: Epoch 23, Loss: 7.59784, Surrogate test score: 0.33020
Attacking: Epoch 24, Loss: 7.53147, Surrogate test score: 0.32964
Attacking: Epoch 25, Loss: 7.47591, Surrogate test score: 0.32908
Attacking: Epoch 26, Loss: 7.42911, Surrogate test score: 0.32896
Attacking: Epoch 27, Loss: 7.38897, Surrogate test score: 0.32863
Attacking: Epoch 28, Loss: 7.35359, Surrogate test score: 0.32852
Attacking: Epoch 29, Loss: 7.32141, Surrogate test score: 0.32840
Attacking: Epoch 30, Loss: 7.29147, Surrogate test score: 0.32840
Attacking: Epoch 31, Loss: 7.26356, Surrogate test score: 0.32840
Attacking: Epoch 32, Loss: 7.23758, Surrogate test score: 0.32829
Attacking: Epoch 33, Loss: 7.21301, Surrogate test score: 0.32829
Attacking: Epoch 34, Loss: 7.18950, Surrogate test score: 0.32818
Attacking: Epoch 35, Loss: 7.16671, Surrogate test score: 0.32818
Attacking: Epoch 36, Loss: 7.14439, Surrogate test score: 0.32807
Attacking: Epoch 37, Loss: 7.12261, Surrogate test score: 0.32807
Attacking: Epoch 38, Loss: 7.10161, Surrogate test score: 0.32796
Attacking: Epoch 39, Loss: 7.08150, Surrogate test score: 0.32796
Attacking: Epoch 40, Loss: 7.06206, Surrogate test score: 0.32784
Attacking: Epoch 41, Loss: 7.04318, Surrogate test score: 0.32784
Attacking: Epoch 42, Loss: 7.02483, Surrogate test score: 0.32784
Attacking: Epoch 43, Loss: 7.00694, Surrogate test score: 0.32784
Attacking: Epoch 44, Loss: 6.98953, Surrogate test score: 0.32784
Attacking: Epoch 45, Loss: 6.97258, Surrogate test score: 0.32773
Attacking: Epoch 46, Loss: 6.95606, Surrogate test score: 0.32773
Attacking: Epoch 47, Loss: 6.93998, Surrogate test score: 0.32773
Attacking: Epoch 48, Loss: 6.92430, Surrogate test score: 0.32773
Attacking: Epoch 49, Loss: 6.90900, Surrogate test score: 0.32773
Attacking: Epoch 50, Loss: 6.89408, Surrogate test score: 0.32773
Attacking: Epoch 51, Loss: 6.87955, Surrogate test score: 0.32784
Attacking: Epoch 52, Loss: 6.86538, Surrogate test score: 0.32784
Attacking: Epoch 53, Loss: 6.85157, Surrogate test score: 0.32773
Attacking: Epoch 54, Loss: 6.83808, Surrogate test score: 0.32762
Attacking: Epoch 55, Loss: 6.82485, Surrogate test score: 0.32762
Attacking: Epoch 56, Loss: 6.81186, Surrogate test score: 0.32762
Attacking: Epoch 57, Loss: 6.79912, Surrogate test score: 0.32762
Attacking: Epoch 58, Loss: 6.78665, Surrogate test score: 0.32751
Attacking: Epoch 155, Loss: 6.14077, Surrogate test score: 0.32706
Attacking: Epoch 156, Loss: 6.13585, Surrogate test score: 0.32706
Attacking: Epoch 157, Loss: 6.13096, Surrogate test score: 0.32706
Attacking: Epoch 158, Loss: 6.12608, Surrogate test score: 0.32706
Attacking: Epoch 159, Loss: 6.12122, Surrogate test score: 0.32706
Attacking: Epoch 160, Loss: 6.11637, Surrogate test score: 0.32706
Attacking: Epoch 161, Loss: 6.11154, Surrogate test score: 0.32706
Attacking: Epoch 162, Loss: 6.10673, Surrogate test score: 0.32706
Attacking: Epoch 163, Loss: 6.10195, Surrogate test score: 0.32706
Attacking: Epoch 164, Loss: 6.09717, Surrogate test score: 0.32706
Attacking: Epoch 165, Loss: 6.09242, Surrogate test score: 0.32706
Attacking: Epoch 166, Loss: 6.08768, Surrogate test score: 0.32706
Attacking: Epoch 167, Loss: 6.08296, Surrogate test score: 0.32706
Attacking: Epoch 168, Loss: 6.07826, Surrogate test score: 0.32706
Attacking: Epoch 169, Loss: 6.07358, Surrogate test score: 0.32706
Attacking: Epoch 170, Loss: 6.06891, Surrogate test score: 0.32706
Attacking: Epoch 171, Loss: 6.06430, Surrogate test score: 0.32706
Attacking: Epoch 172, Loss: 6.05968, Surrogate test score: 0.32706
Attacking: Epoch 173, Loss: 6.05508, Surrogate test score: 0.32706
Attacking: Epoch 174, Loss: 6.05048, Surrogate test score: 0.32706
Attacking: Epoch 175, Loss: 6.04592, Surrogate test score: 0.32706
Attacking: Epoch 176, Loss: 6.04138, Surrogate test score: 0.32706
Attacking: Epoch 177, Loss: 6.03686, Surrogate test score: 0.32706
Attacking: Epoch 178, Loss: 6.03237, Surrogate test score: 0.32706
Attacking: Epoch 179, Loss: 6.02789, Surrogate test score: 0.32706
Attacking: Epoch 180, Loss: 6.02345, Surrogate test score: 0.32706
Attacking: Epoch 181, Loss: 6.01900, Surrogate test score: 0.32706
Attacking: Epoch 182, Loss: 6.01459, Surrogate test score: 0.32706
Attacking: Epoch 183, Loss: 6.01018, Surrogate test score: 0.32706
Attacking: Epoch 184, Loss: 6.00580, Surrogate test score: 0.32706
Attacking: Epoch 185, Loss: 6.00144, Surrogate test score: 0.32706
Attacking: Epoch 186, Loss: 5.99709, Surrogate test score: 0.32695
Attacking: Epoch 187, Loss: 5.99277, Surrogate test score: 0.32695
Attacking: Epoch 188, Loss: 5.98844, Surrogate test score: 0.32683
Attacking: Epoch 189, Loss: 5.98407, Surrogate test score: 0.32683
Attacking: Epoch 190, Loss: 5.97937, Surrogate test score: 0.32683
Attacking: Epoch 191, Loss: 5.97428, Surrogate test score: 0.32672
Attacking: Epoch 192, Loss: 5.96966, Surrogate test score: 0.32672
Attacking: Epoch 193, Loss: 5.96512, Surrogate test score: 0.32672
Attacking: Epoch 194, Loss: 5.96065, Surrogate test score: 0.32672
Attacking: Epoch 195, Loss: 5.95629, Surrogate test score: 0.32672
Attacking: Epoch 196, Loss: 5.95203, Surrogate test score: 0.32672
Attacking: Epoch 197, Loss: 5.94787, Surrogate test score: 0.32672
Attacking: Epoch 198, Loss: 5.94379, Surrogate test score: 0.32672
Attacking: Epoch 199, Loss: 5.93971, Surrogate test score: 0.32672
Attacking: Epoch 200, Loss: 5.93566, Surrogate test score: 0.32672
Attacking: Epoch 201, Loss: 5.93162, Surrogate test score: 0.32672
Attacking: Epoch 202, Loss: 5.92760, Surrogate test score: 0.32672
Attacking: Epoch 203, Loss: 5.92360, Surrogate test score: 0.32672
Attacking: Epoch 204, Loss: 5.91963, Surrogate test score: 0.32672
Attacking: Epoch 205, Loss: 5.91567, Surrogate test score: 0.32672
Attacking: Epoch 206, Loss: 5.91173, Surrogate test score: 0.32672
Attacking: Epoch 207, Loss: 5.90782, Surrogate test score: 0.32672
Attacking: Epoch 208, Loss: 5.90390, Surrogate test score: 0.32672
Attacking: Epoch 209, Loss: 5.90002, Surrogate test score: 0.32672
Attacking: Epoch 210, Loss: 5.89614, Surrogate test score: 0.32672
Attacking: Epoch 211, Loss: 5.89229, Surrogate test score: 0.32672
Attacking: Epoch 212, Loss: 5.88844, Surrogate test score: 0.32672
Attacking: Epoch 213, Loss: 5.88462, Surrogate test score: 0.32672
Attacking: Epoch 214, Loss: 5.88084, Surrogate test score: 0.32672
Attacking: Epoch 215, Loss: 5.87706, Surrogate test score: 0.32672
Attacking: Epoch 216, Loss: 5.87327, Surrogate test score: 0.32661
Attacking: Epoch 217, Loss: 5.86955, Surrogate test score: 0.32661
Attacking: Epoch 218, Loss: 5.86583, Surrogate test score: 0.32661
Attacking: Epoch 219, Loss: 5.86213, Surrogate test score: 0.32661
Attacking: Epoch 220, Loss: 5.85843, Surrogate test score: 0.32661
Attacking: Epoch 221, Loss: 5.85475, Surrogate test score: 0.32661
Attacking: Epoch 222, Loss: 5.85110, Surrogate test score: 0.32650
Attacking: Epoch 223, Loss: 5.84748, Surrogate test score: 0.32650
Attacking: Epoch 224, Loss: 5.84385, Surrogate test score: 0.32650
Attacking: Epoch 225, Loss: 5.84026, Surrogate test score: 0.32650
Attacking: Epoch 226, Loss: 5.83669, Surrogate test score: 0.32650
Attacking: Epoch 227, Loss: 5.83311, Surrogate test score: 0.32650
Attacking: Epoch 228, Loss: 5.82958, Surrogate test score: 0.32650
Attacking: Epoch 229, Loss: 5.82605, Surrogate test score: 0.32650
Attacking: Epoch 230, Loss: 5.82256, Surrogate test score: 0.32650
Attacking: Epoch 231, Loss: 5.81907, Surrogate test score: 0.32650
Attacking: Epoch 232, Loss: 5.81561, Surrogate test score: 0.32650
Attacking: Epoch 233, Loss: 5.81216, Surrogate test score: 0.32650
Attacking: Epoch 234, Loss: 5.80873, Surrogate test score: 0.32650
Attacking: Epoch 235, Loss: 5.80532, Surrogate test score: 0.32650
Attacking: Epoch 236, Loss: 5.80192, Surrogate test score: 0.32650
Attacking: Epoch 237, Loss: 5.79853, Surrogate test score: 0.32650
Attacking: Epoch 238, Loss: 5.79516, Surrogate test score: 0.32650
Attacking: Epoch 239, Loss: 5.79170, Surrogate test score: 0.32650
Attacking: Epoch 240, Loss: 5.78783, Surrogate test score: 0.32650
Attacking: Epoch 241, Loss: 5.78389, Surrogate test score: 0.32639
Attacking: Epoch 242, Loss: 5.78024, Surrogate test score: 0.32639
Attacking: Epoch 243, Loss: 5.77664, Surrogate test score: 0.32639
Attacking: Epoch 244, Loss: 5.77311, Surrogate test score: 0.32639
Attacking: Epoch 245, Loss: 5.76964, Surrogate test score: 0.32639
Attacking: Epoch 246, Loss: 5.76626, Surrogate test score: 0.32639
Attacking: Epoch 247, Loss: 5.76298, Surrogate test score: 0.32639
Attacking: Epoch 248, Loss: 5.75978, Surrogate test score: 0.32639
Attacking: Epoch 249, Loss: 5.75661, Surrogate test score: 0.32639
Attacking: Epoch 250, Loss: 5.75344, Surrogate test score: 0.32639
Attacking: Epoch 251, Loss: 5.75029, Surrogate test score: 0.32639
Attacking: Epoch 252, Loss: 5.74716, Surrogate test score: 0.32639
Attacking: Epoch 253, Loss: 5.74404, Surrogate test score: 0.32639
Attacking: Epoch 254, Loss: 5.74093, Surrogate test score: 0.32639
Attacking: Epoch 255, Loss: 5.73783, Surrogate test score: 0.32639
Attacking: Epoch 256, Loss: 5.73476, Surrogate test score: 0.32639
Attacking: Epoch 257, Loss: 5.73169, Surrogate test score: 0.32639
Attacking: Epoch 258, Loss: 5.72865, Surrogate test score: 0.32639
Attacking: Epoch 259, Loss: 5.72562, Surrogate test score: 0.32639
Attacking: Epoch 260, Loss: 5.72260, Surrogate test score: 0.32639
